"Date","425013_flow","425007_flow","425012_flow","425010_flow","425019_flow","425013_level","425020_level","425007_level","425012_level","425022_level","425023_level","425010_level","425019_level","414203_level","A4260505_flow","A4260509_level","A4260507_level","A4260509_flow","A4260507_flow","A4260505_level"
1962-07-20,156.578,2226.4,2603.125,0,0,NA,NA,0.421,NA,NA,NA,NA,0.054,NA,145.644,NA,NA,162.132,NA,NA
1962-07-21,129.672,2336.5,2544.5,0,0,NA,NA,0.421,NA,NA,NA,NA,0.054,NA,148.788,NA,NA,166.455,NA,NA
1962-07-22,112.543,2392.8,2544.5,0,0,NA,NA,0.421,NA,NA,NA,NA,0.055,NA,161.221,NA,NA,178.815,NA,NA
1962-07-23,92.969,2478.3,2544.5,0,0,NA,NA,0.422,NA,NA,NA,NA,0.055,NA,170.944,NA,NA,188.982,NA,NA
1962-07-24,83.183,2495.5,2424.5,0,0,NA,NA,0.422,NA,NA,NA,NA,0.056,NA,165.633,NA,NA,186.473,NA,NA
1962-07-25,73.399,2544.5,1849.625,0,0,NA,NA,0.422,NA,NA,NA,NA,0.056,NA,160.144,NA,NA,181.289,NA,NA
1962-07-26,73.398,2544.5,1509.563,0,0,NA,NA,0.422,NA,NA,NA,NA,0.056,NA,159.185,NA,NA,180.489,NA,NA
1962-07-27,63.612,2544.5,636.125,0,0,NA,NA,0.422,NA,NA,NA,NA,0.057,NA,157.383,NA,NA,178.823,NA,NA
1962-07-28,63.611,2544.5,636.125,0,0,NA,NA,0.422,NA,NA,NA,NA,0.057,NA,156.546,NA,NA,178.017,NA,NA
1962-07-29,63.611,2544.5,665.469,0,0,NA,NA,0.422,NA,NA,NA,NA,0.058,NA,152.153,NA,NA,173.649,NA,NA
1962-07-30,63.612,2458.8,704.625,0,0,NA,NA,0.422,NA,NA,NA,NA,0.058,NA,141.54,NA,NA,163.13,NA,NA
1962-07-31,53.824,2373.1,709.5,0,0,NA,NA,0.422,NA,NA,NA,NA,0.059,NA,129.259,NA,NA,150.972,NA,NA
1962-08-01,53.824,2226.4,584.718,0,0,NA,NA,0.423,NA,NA,NA,NA,0.059,NA,130.435,NA,NA,150.625,NA,NA
1962-08-02,53.824,1989,562.719,0,0,NA,NA,0.423,NA,NA,NA,NA,0.06,NA,128.881,NA,NA,143.466,NA,NA
1962-08-03,44.037,1705.3,562.719,0,0,NA,NA,0.423,NA,NA,NA,NA,0.06,NA,121.565,NA,NA,135.661,NA,NA
1962-08-04,44.038,1455.7,562.719,0,0,NA,NA,0.423,NA,NA,NA,NA,0.061,NA,118.57,NA,NA,132.732,NA,NA
1962-08-05,36.699,1154.8,562.718,0,0,NA,NA,0.423,NA,NA,NA,NA,0.061,NA,118.44,NA,NA,132.658,NA,NA
1962-08-06,34.252,1027.6,562.719,0,0,NA,NA,0.423,NA,NA,NA,NA,0.062,NA,123.031,NA,NA,137.282,NA,NA
1962-08-07,34.252,880.7,570.063,0,0,NA,NA,0.423,NA,NA,NA,NA,0.062,NA,143.334,NA,NA,157.49,NA,NA
1962-08-08,26.912,782.9,584.718,0,0,NA,NA,0.423,NA,NA,NA,NA,0.063,NA,162.535,NA,NA,176.331,NA,NA
1962-08-09,26.912,734,599.407,0,0,NA,NA,0.423,NA,NA,NA,NA,0.063,NA,172.023,NA,NA,185.563,NA,NA
1962-08-10,19.573,734,628.781,0,0,NA,NA,0.423,NA,NA,NA,NA,0.064,NA,182.232,NA,NA,195.623,NA,NA
1962-08-11,14.679,733.9,733.969,0,0,NA,NA,0.424,NA,NA,NA,NA,0.064,NA,178.186,NA,NA,191.532,NA,NA
1962-08-12,14.68,734,873.437,0,0,NA,NA,0.424,NA,NA,NA,NA,0.065,NA,175.719,NA,NA,189.558,NA,NA
1962-08-13,12.232,734,1260,0,0,NA,NA,0.424,NA,NA,NA,NA,0.065,NA,165.605,NA,NA,182.176,NA,NA
1962-08-14,9.787,734,1918.125,0,0,NA,NA,0.424,NA,NA,NA,NA,0.065,NA,154.829,NA,NA,175.329,NA,NA
1962-08-15,12.232,733.9,2544.5,0,0,NA,NA,0.424,NA,NA,NA,NA,0.066,NA,155.414,NA,NA,176.181,NA,NA
1962-08-16,9.787,734,2798.875,0,0,NA,NA,0.424,NA,NA,NA,NA,0.066,NA,163.994,NA,NA,183.62,NA,NA
1962-08-17,12.233,758.4,3131.625,0,0,NA,NA,0.424,NA,NA,NA,NA,0.067,NA,175.572,NA,NA,194.932,NA,NA
1962-08-18,0,782.9,3471.691,0,0,NA,NA,0.424,NA,NA,NA,NA,0.067,NA,180.386,NA,NA,199.571,NA,NA
1962-08-19,0,831.9,3603.806,0,0,NA,NA,0.424,NA,NA,NA,NA,0.068,NA,189.229,NA,NA,208.271,NA,NA
1962-08-20,0,1027.5,3792.192,0,0,NA,NA,0.425,NA,NA,NA,NA,0.068,NA,203.389,NA,NA,222.169,NA,NA
1962-08-21,0,1272.3,3865.589,0,0,NA,NA,0.425,NA,NA,NA,NA,0.069,NA,210.023,NA,NA,228.647,NA,NA
1962-08-22,0,1644.1,3865.589,0,0,NA,NA,0.425,NA,NA,NA,NA,0.069,NA,219.941,NA,NA,238.391,NA,NA
1962-08-23,0,2067.4,3841.124,0,0,NA,NA,0.425,NA,NA,NA,NA,0.07,NA,226.708,NA,NA,244.391,NA,NA
1962-08-24,0,2409.9,3865.589,0,0,NA,NA,0.425,NA,NA,NA,NA,0.07,NA,258.894,NA,NA,274.326,NA,NA
1962-08-25,0,2715.7,3865.589,0,0,NA,NA,0.425,NA,NA,NA,NA,0.071,NA,262.997,NA,NA,278.633,NA,NA
1962-08-26,0,2960.4,3865.588,0,0,NA,NA,0.425,NA,NA,NA,NA,0.071,NA,267.478,NA,NA,285.131,NA,NA
1962-08-27,0,3107.1,3865.589,0,0,NA,NA,0.425,NA,NA,NA,NA,0.072,NA,273.31,NA,NA,291.065,NA,NA
1962-08-28,0,3327.4,3865.589,0,0,NA,NA,0.425,NA,NA,NA,NA,0.072,NA,277.383,NA,NA,300.476,NA,NA
1962-08-29,0,3400.7,3865.589,0,0,NA,NA,0.426,NA,NA,NA,NA,0.073,NA,260.987,NA,NA,299.323,NA,NA
1962-08-30,0,3493.7,3865.589,0,0,NA,NA,0.426,NA,NA,NA,NA,0.073,NA,283.217,NA,NA,302.754,NA,NA
1962-08-31,0,3503.5,3865.589,0,0,NA,NA,0.426,NA,NA,NA,NA,0.073,NA,289.406,NA,NA,306.952,NA,NA
1962-09-01,0,3535.3,3589.126,0,0,NA,NA,0.426,NA,NA,NA,NA,0.074,NA,292.573,NA,NA,310.12,NA,NA
1962-09-02,0,3523.1,2887,0,0,NA,NA,0.426,NA,NA,NA,NA,0.074,NA,292.085,NA,NA,309.625,NA,NA
1962-09-03,22.018,3523,2935.875,0,0,NA,NA,0.426,NA,NA,NA,NA,0.075,NA,288.38,NA,NA,305.896,NA,NA
1962-09-04,44.037,3523.1,2935.875,0,0,NA,NA,0.426,NA,NA,NA,NA,0.075,NA,284.944,NA,NA,302.466,NA,NA
1962-09-05,26.912,3535.3,2935.875,0,0,NA,NA,0.426,NA,NA,NA,NA,0.076,NA,284.641,NA,NA,302.157,NA,NA
1962-09-06,22.019,3493.7,2935.875,0,0,NA,NA,0.426,NA,NA,NA,NA,0.076,NA,284.641,NA,NA,302.132,NA,NA
1962-09-07,17.126,3400.8,2935.875,0,0,NA,NA,0.427,NA,NA,NA,NA,0.077,NA,284.641,NA,NA,302.13,NA,NA
1962-09-08,12.233,3278.4,2935.875,0,0,NA,NA,0.427,NA,NA,NA,NA,0.077,NA,283.115,NA,NA,300.604,NA,NA
1962-09-09,7.34,3131.6,2882.125,0,0,NA,NA,0.427,NA,NA,NA,NA,0.078,NA,274.25,NA,NA,291.76,NA,NA
1962-09-10,7.34,3009.3,2681.5,0,0,NA,NA,0.427,NA,NA,NA,NA,0.078,NA,258.887,NA,NA,276.514,NA,NA
1962-09-11,7.34,2935.8,2681.5,0,0,NA,NA,0.427,NA,NA,NA,NA,0.079,NA,240.982,NA,NA,258.816,NA,NA
1962-09-12,7.34,2882.2,2485.75,0,0,NA,NA,0.427,NA,NA,NA,NA,0.079,NA,217.406,NA,NA,234.884,NA,NA
1962-09-13,7.34,2862.5,2524.875,0,0,NA,NA,0.427,NA,NA,NA,NA,0.08,NA,204.694,NA,NA,219.709,NA,NA
1962-09-14,7.34,2838,2564,0,0,NA,NA,0.427,NA,NA,NA,NA,0.08,NA,198.599,NA,NA,213.411,NA,NA
1962-09-15,7.34,2789.1,2642.25,0,0,NA,NA,0.427,NA,NA,NA,NA,0.081,NA,196.721,NA,NA,211.582,NA,NA
1962-09-16,7.34,2740.1,2671.625,0,0,NA,NA,0.427,NA,NA,NA,NA,0.081,NA,187.895,NA,NA,202.815,NA,NA
1962-09-17,46.485,2691.3,2877.125,0,0,NA,NA,0.428,NA,NA,NA,NA,0.082,NA,172.423,NA,NA,187.54,NA,NA
1962-09-18,88.078,2630.1,2987.25,0,0,NA,NA,0.428,NA,NA,NA,NA,0.082,NA,164.007,NA,NA,179.354,NA,NA
1962-09-19,127.223,2564,4012.384,0,0,NA,NA,0.428,NA,NA,NA,NA,0.082,NA,155.408,NA,NA,170.899,NA,NA
1962-09-20,168.812,2544.5,4323.097,0,0,NA,NA,0.428,NA,NA,NA,NA,0.083,NA,152.713,NA,NA,168.272,NA,NA
1962-09-21,207.961,2544.5,5301.727,0,0,NA,NA,0.428,NA,NA,NA,NA,0.083,NA,144.886,NA,NA,160.464,NA,NA
1962-09-22,288.703,2564,5529.258,0,0,NA,NA,0.428,NA,NA,NA,NA,0.084,NA,141.867,NA,NA,157.541,NA,NA
1962-09-23,300.922,2666.7,5534.152,0,0,NA,NA,0.428,NA,NA,NA,NA,0.084,NA,141.644,NA,NA,157.364,NA,NA
1962-09-24,300.922,2862.5,5781.258,0,0,NA,NA,0.428,NA,NA,NA,NA,0.085,NA,142.91,NA,NA,157.849,NA,NA
1962-09-25,300.922,3180.5,5869.332,0,0,NA,NA,0.428,NA,NA,NA,NA,0.085,NA,148.316,NA,NA,160.359,NA,NA
1962-09-26,300.922,3584.3,6087.078,0,0,NA,NA,0.429,NA,NA,NA,NA,0.086,NA,155.762,NA,NA,167.5,NA,NA
1962-09-27,300.922,3992.8,6410.027,0,0,NA,NA,0.429,NA,NA,NA,NA,0.086,NA,176.737,NA,NA,188.364,NA,NA
1962-09-28,288.703,4403.8,6967.844,0,0,NA,NA,0.429,NA,NA,NA,NA,0.087,NA,191.91,NA,NA,203.262,NA,NA
1962-09-29,300.922,4734.1,7217.395,0,0,NA,NA,0.429,NA,NA,NA,NA,0.087,NA,189.813,NA,NA,201.069,NA,NA
1962-09-30,325.39,5057.1,7261.433,0,0,NA,NA,0.429,NA,NA,NA,NA,0.088,NA,179.082,NA,NA,190.29,NA,NA
1962-10-01,349.86,5350.7,7378.871,0,0,NA,NA,0.429,NA,NA,NA,NA,0.088,NA,185.485,NA,NA,196.696,NA,NA
1962-10-02,349.859,5595.3,7437.59,0,0,NA,NA,0.429,NA,NA,NA,NA,0.089,NA,187.58,NA,NA,198.457,NA,NA
1962-10-03,349.859,5932.9,7437.59,0,0,NA,NA,0.429,NA,NA,NA,NA,0.089,NA,192.714,NA,NA,202.242,NA,NA
1962-10-04,362.094,6177.6,7391.102,0,0,NA,NA,0.429,NA,NA,NA,NA,0.09,NA,194.603,NA,NA,203.997,NA,NA
1962-10-05,362.094,6451.6,6953.167,0,0,NA,NA,0.43,NA,NA,NA,NA,0.09,NA,201.775,NA,NA,211.134,NA,NA
1962-10-06,374.328,6544.6,6791.692,0,0,NA,NA,0.43,NA,NA,NA,NA,0.091,NA,209.494,NA,NA,218.772,NA,NA
1962-10-07,374.328,6666.9,6671.808,0,0,NA,NA,0.43,NA,NA,NA,NA,0.091,NA,208.759,NA,NA,217.999,NA,NA
1962-10-08,374.328,6696.3,6116.438,0,0,NA,NA,0.43,NA,NA,NA,NA,0.091,NA,203.395,NA,NA,212.685,NA,NA
1962-10-09,374.328,6728.1,5908.477,0,0,NA,NA,0.43,NA,NA,NA,NA,0.092,NA,202.882,NA,NA,212.222,NA,NA
1962-10-10,349.86,6696.3,5607.55,0,0,NA,NA,0.43,NA,NA,NA,NA,0.092,NA,202.197,NA,NA,211.558,NA,NA
1962-10-11,325.39,6605.7,5015.477,0,0,NA,NA,0.43,NA,NA,NA,NA,0.093,NA,197.266,NA,NA,206.636,NA,NA
1962-10-12,325.391,6483.4,4893.148,0,0,NA,NA,0.43,NA,NA,NA,NA,0.093,NA,189.562,NA,NA,198.969,NA,NA
1962-10-13,325.391,6329.3,4893.149,0,0,NA,NA,0.43,NA,NA,NA,NA,0.094,NA,193.975,NA,NA,203.427,NA,NA
1962-10-14,325.39,6116.5,4739.015,0,0,NA,NA,0.431,NA,NA,NA,NA,0.094,NA,193.783,NA,NA,203.243,NA,NA
1962-10-15,325.391,5839.9,3909.628,0,0,NA,NA,0.431,NA,NA,NA,NA,0.095,NA,190.462,NA,NA,199.947,NA,NA
1962-10-16,325.39,5566,3229.5,0,0,NA,NA,0.431,NA,NA,NA,NA,0.095,NA,186.237,NA,NA,196.123,NA,NA
1962-10-17,313.157,5272.4,3131.625,0,0,NA,NA,0.431,NA,NA,NA,NA,0.096,NA,180.977,NA,NA,192.289,NA,NA
1962-10-18,313.156,5027.7,3131.625,0,0,NA,NA,0.431,NA,NA,NA,NA,0.096,NA,178.73,NA,NA,190.224,NA,NA
1962-10-19,313.156,4783,3131.625,0,0,NA,NA,0.431,NA,NA,NA,NA,0.097,NA,171.446,NA,NA,184.482,NA,NA
1962-10-20,313.156,4482.2,3131.625,0,0,NA,NA,0.431,NA,NA,NA,NA,0.097,NA,167.762,NA,NA,186.539,NA,NA
1962-10-21,313.157,4195.8,2931,0,0,NA,NA,0.431,NA,NA,NA,NA,0.098,NA,162.514,NA,NA,182.657,NA,NA
1962-10-22,313.156,3865.6,1952.375,0,0,NA,NA,0.431,NA,NA,NA,NA,0.098,NA,147.983,NA,NA,170.983,NA,NA
1962-10-23,313.156,3608.7,1284.438,0,0,NA,NA,0.432,NA,NA,NA,NA,0.099,NA,130.293,NA,NA,153.896,NA,NA
1962-10-24,315.61,3400.8,990.875,0,0,NA,NA,0.432,NA,NA,NA,NA,0.099,NA,131.7,NA,NA,153.366,NA,NA
1962-10-25,320.5,3229.5,562.719,0,0,NA,NA,0.432,NA,NA,NA,NA,0.099,NA,133.662,NA,NA,146.106,NA,NA
1962-10-26,325.39,3058.2,489.312,0,0,NA,NA,0.432,NA,NA,NA,NA,0.1,NA,131.533,NA,NA,141.645,NA,NA
1962-10-27,325.391,2862.5,452.609,0,0,NA,NA,0.432,NA,NA,NA,NA,0.1,NA,131.308,NA,NA,141.301,NA,NA
1962-10-28,325.39,2630.1,452.61,0,0,NA,NA,0.432,NA,NA,NA,NA,0.101,NA,130.657,NA,NA,140.693,NA,NA
1962-10-29,325.391,2373.2,474.64,0,0,NA,NA,0.432,NA,NA,NA,NA,0.101,NA,127.628,NA,NA,137.727,NA,NA
1962-10-30,325.391,2091.8,474.641,0,0,NA,NA,0.432,NA,NA,NA,NA,0.102,NA,124.004,NA,NA,134.113,NA,NA
1962-10-31,325.39,1786,452.609,0,0,NA,NA,0.432,NA,NA,NA,NA,0.102,NA,117.336,NA,NA,127.489,NA,NA
1962-11-01,313.157,1455.7,452.61,0,0,NA,NA,0.432,NA,NA,NA,NA,0.103,NA,110.823,NA,NA,121.044,NA,NA
1962-11-02,300.921,1198.8,452.609,0,0,NA,NA,0.433,NA,NA,NA,NA,0.103,NA,114.478,NA,NA,124.593,NA,NA
1962-11-03,288.704,1027.6,467.297,0,0,NA,NA,0.433,NA,NA,NA,NA,0.104,NA,114.696,NA,NA,124.873,NA,NA
1962-11-04,288.703,880.8,467.297,0,0,NA,NA,0.433,NA,NA,NA,NA,0.104,NA,113.559,NA,NA,123.358,NA,NA
1962-11-05,283.797,782.9,481.969,0,0,NA,NA,0.433,NA,NA,NA,NA,0.105,NA,108.768,NA,NA,117.12,NA,NA
1962-11-06,278.906,685,489.312,0,0,NA,NA,0.433,NA,NA,NA,NA,0.105,NA,105.608,NA,NA,113.858,NA,NA
1962-11-07,276.469,636.1,474.641,0,0,NA,NA,0.433,NA,NA,NA,NA,0.106,NA,103.304,NA,NA,111.604,NA,NA
1962-11-08,264.234,579.9,489.312,0,0,NA,NA,0.433,NA,NA,NA,NA,0.106,NA,102.218,NA,NA,110.547,NA,NA
1962-11-09,264.234,526,467.297,0,0,NA,NA,0.433,NA,NA,NA,NA,0.107,NA,100.675,NA,NA,109.042,NA,NA
1962-11-10,252,526,459.953,0,0,NA,NA,0.433,NA,NA,NA,NA,0.107,NA,103.075,NA,NA,111.442,NA,NA
1962-11-11,252,489.3,467.297,0,0,NA,NA,0.434,NA,NA,NA,NA,0.108,NA,105.873,NA,NA,114.183,NA,NA
1962-11-12,239.766,489.3,481.969,0,0,NA,NA,0.434,NA,NA,NA,NA,0.108,NA,108.209,NA,NA,116.467,NA,NA
1962-11-13,242.211,489.3,489.312,0,0,NA,NA,0.434,NA,NA,NA,NA,0.108,NA,107.304,NA,NA,115.597,NA,NA
1962-11-14,239.765,477.1,452.61,0,0,NA,NA,0.434,NA,NA,NA,NA,0.109,NA,102.037,NA,NA,110.332,NA,NA
1962-11-15,229.977,477.1,489.312,0,0,NA,NA,0.434,NA,NA,NA,NA,0.109,NA,97.524,NA,NA,105.852,NA,NA
1962-11-16,229.977,423.3,459.953,0,0,NA,NA,0.434,NA,NA,NA,NA,0.11,NA,96.095,NA,NA,104.461,NA,NA
1962-11-17,229.976,423.2,452.61,0,0,NA,NA,0.434,NA,NA,NA,NA,0.11,NA,91.65,NA,NA,100.033,NA,NA
1962-11-18,239.766,423.3,459.953,0,0,NA,NA,0.434,NA,NA,NA,NA,0.111,NA,86.389,NA,NA,94.801,NA,NA
1962-11-19,252,423.2,452.609,0,0,NA,NA,0.434,NA,NA,NA,NA,0.111,NA,73.508,NA,NA,82.01,NA,NA
1962-11-20,252,398.8,354.75,0,0,NA,NA,0.435,NA,NA,NA,NA,0.112,NA,63.118,NA,NA,71.799,NA,NA
1962-11-21,259.344,396.4,234.868,0,0,NA,NA,0.435,NA,NA,NA,NA,0.112,NA,57.636,NA,NA,65.922,NA,NA
1962-11-22,266.671,396.3,159.023,0,0,NA,NA,0.435,NA,NA,NA,NA,0.113,NA,59.423,NA,NA,66.107,NA,NA
1962-11-23,274.016,396.4,122.328,0,0,NA,NA,0.435,NA,NA,NA,NA,0.113,NA,56.565,NA,NA,63.103,NA,NA
1962-11-24,281.359,376.7,220.195,0,0,NA,NA,0.435,NA,NA,NA,NA,0.114,NA,56.262,NA,NA,62.801,NA,NA
1962-11-25,288.704,376.8,322.954,0,0,NA,NA,0.435,NA,NA,NA,NA,0.114,NA,55.853,NA,NA,62.392,NA,NA
1962-11-26,276.468,376.8,352.312,0,0,NA,NA,0.435,NA,NA,NA,NA,0.115,NA,52.467,NA,NA,59.018,NA,NA
1962-11-27,252,376.7,269.125,0,0,NA,NA,0.435,NA,NA,NA,NA,0.115,NA,44.614,NA,NA,51.212,NA,NA
1962-11-28,242.211,376.8,220.195,0,0,NA,NA,0.435,NA,NA,NA,NA,0.116,NA,39.206,NA,NA,48.82,NA,NA
1962-11-29,220.196,332.7,195.727,0,0,NA,NA,0.436,NA,NA,NA,NA,0.116,NA,32.232,NA,NA,54.731,NA,NA
1962-11-30,200.617,293.6,210.406,0,0,NA,NA,0.436,NA,NA,NA,NA,0.117,NA,31.819,NA,NA,61.472,NA,NA
1962-12-01,188.383,254.5,195.727,0,0,NA,NA,0.436,NA,NA,NA,NA,0.117,NA,28.502,NA,NA,58.659,NA,NA
1962-12-02,176.156,220.2,220.195,0,0,NA,NA,0.436,NA,NA,NA,NA,0.117,NA,30.764,NA,NA,60.857,NA,NA
1962-12-03,163.922,185.9,220.195,0,0,NA,NA,0.436,NA,NA,NA,NA,0.118,NA,30.644,NA,NA,60.661,NA,NA
